Make,Variant,"Length 
(ft)",Geographic Region,Country/Region/State,Listing Price (USD),Year
Lagoon,450F,45.8,Caribbean,Martinique,"$347,000",2013
Lagoon,450,45.8,Caribbean,Martinique,"$345,000",2013
Lagoon,450,45.8,Caribbean,Martinique,"$345,000",2013
Lagoon,450F,45.8,Europe,Croatia,"$618,603",2013
Lagoon,450,45.8,Europe,Turkey,"$534,050",2013
Lagoon,450,45.8,Europe,Greece,"$528,393",2013
Lagoon,450,45.8,Europe,Greece,"$527,981",2013
Lagoon,450,45.8,Europe,Turkey,"$521,105",2013
Lagoon,450,45.8,Europe,Turkey,"$520,184",2013
Lagoon,450,45.8,Europe,Spain,"$516,246",2013
Lagoon,450,45.8,Europe,Spain,"$515,844",2013
Lagoon,450 Owners Version,45.8,Europe,Greece,"$504,610",2013
Lagoon,450F,45.8,Europe,France,"$462,084",2013
Lagoon,450,45.8,Europe,Italy,"$461,702",2013
Lagoon,450,45.8,Europe,Croatia,"$445,907",2013
Lagoon,450,45.8,Europe,Croatia,"$445,006",2013
Lagoon,450,45.8,Europe,Greece,"$424,536",2013
Lagoon,450,45.8,Europe,Greece,"$419,177",2013
Lagoon,450,45.8,Europe,Greece,"$418,330",2013
Lagoon,450,45.8,Europe,France,"$400,850",2013
Lagoon,450,45.8,Europe,Croatia,"$400,850",2013
Lagoon,450,45.8,Europe,France,"$400,537",2013
Lagoon,450,45.8,Europe,Croatia,"$400,537",2013
Lagoon,450,45.8,Europe,Greece,"$383,017",2013
Lagoon,450,45.8,Europe,Greece,"$382,727",2013
Lagoon,450,45.8,Europe,Croatia,"$376,556",2013
Lagoon,450,45.8,Europe,Croatia,"$376,262",2013
Lagoon,450,45.8,USA,Florida,"$510,000",2013
Fountaine Pajot,Salina 48,47,Europe,France,"$473,732",2013
Fountaine Pajot,Salina 48,47,Europe,France,"$473,362",2013
Fountaine Pajot,Salina 48,47,Europe,France,"$473,362",2013
Leopard,48,48,Caribbean,British Virgin Islands,"$479,000",2013
Leopard,48,48,Caribbean,British Virgin Islands,"$449,000",2013
Leopard,48,48,Caribbean,British Virgin Islands,"$449,000",2013
Leopard,48,48,Caribbean,British Virgin Islands,"$419,000",2013
Lagoon,52,52,Caribbean,Martinique,"$838,446",2013
Lagoon,52,52,Caribbean,Martinique,"$836,660",2013
Lagoon,52F,52,Europe,Greece,"$947,207",2013
Lagoon,52F,52,Europe,Greece,"$946,725",2013
Lagoon,52,52,Europe,Greece,"$851,149",2013
Lagoon,52,52,Europe,Croatia,"$802,512",2013
Lagoon,52,52,Europe,Croatia,"$802,512",2013
Lagoon,52F,52,Europe,Greece,"$789,136",2013
Lagoon,52,52,USA,Florida,"$759,000",2013
Nautitech,542,53.5,Caribbean,Saint-Martin,"$795,000",2013
Leopard,39,37.5,Caribbean,Belize,"$245,000",2014
Leopard,39,37.5,Caribbean,British Virgin Islands,"$110,000",2014
Leopard,39,37.5,Caribbean,British Virgin Islands,"$105,000",2014
Lagoon,380 Owners Version,38,Caribbean,Grenada,"$303,138",2014
Lagoon,380,38,Caribbean,Martinique,"$255,984",2014
Lagoon,380,38,Caribbean,British Virgin Islands,"$229,000",2014
Lagoon,380 S2,38,Caribbean,Martinique,"$218,725",2014
Lagoon,380,38,Caribbean,Martinique,"$218,259",2014
Lagoon,380,38,Caribbean,Martinique,"$217,261",2014
Lagoon,39,38,USA,Florida,"$264,000",2014
Lagoon,39,38.4,Europe,Greece,"$388,554",2014
Lagoon,39,38.4,Europe,France,"$334,042",2014
Lagoon,39,38.4,Europe,Portugal,"$327,968",2014
Lagoon,39,38.4,Europe,Portugal,"$327,712",2014
Lagoon,39,38.4,Europe,Turkey,"$315,263",2014
Lagoon,39,38.4,Europe,Croatia,"$260,208",2014
Lagoon,39,38.4,Europe,Spain,"$241,536",2014
Fountaine Pajot,Lipari 41,39,Caribbean,Grenada,"$345,000",2014
Lagoon,400,39,Caribbean,Guadeloupe,"$269,000",2014
Fountaine Pajot,Lipari 41,39,Caribbean,Martinique,"$235,251",2014
Fountaine Pajot,Lipari 41,39,Caribbean,Martinique,"$234,982",2014
Lagoon,400,39,Europe,Greece,"$361,697",2014
Lagoon,400,39,Europe,Greece,"$358,056",2014
Lagoon,400 S2,39,Europe,Greece,"$333,996",2014
Lagoon,400,39,Europe,Greece,"$333,781",2014
Lagoon,400,39,Europe,Greece,"$333,781",2014
Lagoon,400 S2,39,Europe,Greece,"$327,923",2014
Lagoon,400 S2,39,Europe,Greece,"$327,923",2014
Lagoon,400 S2,39,Europe,Malta,"$327,923",2014
Lagoon,400 S2,39,Europe,Greece,"$327,923",2014
Lagoon,400 S2,39,Europe,Greece,"$327,923",2014
Lagoon,400,39,Europe,Greece,"$327,712",2014
Lagoon,400,39,Europe,Greece,"$327,712",2014
Lagoon,400,39,Europe,Malta,"$327,712",2014
Lagoon,400,39,Europe,Greece,"$327,712",2014
Lagoon,400,39,Europe,Greece,"$327,712",2014
Lagoon,400,39,Europe,Greece,"$327,712",2014
Lagoon,400,39,Europe,France,"$321,644",2014
Lagoon,400 S2,39,Europe,France,"$315,778",2014
Lagoon,400 S2,39,Europe,France,"$315,778",2014
Lagoon,400,39,Europe,France,"$315,575",2014
Lagoon,400,39,Europe,France,"$315,575",2014
Lagoon,400,39,Europe,France,"$315,575",2014
Lagoon,400,39,Europe,Greece,"$309,506",2014
Fountaine Pajot,Lipari 41,39,Europe,Italy,"$267,522",2014
Nautitech,40 Open,39.5,Caribbean,Guadeloupe,"$291,300",2014
Lagoon,421,42,Caribbean,Mexico,"$440,000",2014
Lagoon,421,42,Europe,Greece,"$352,619",2014
Lagoon,421,42,Europe,Greece,"$352,214",2014
Lagoon,421,42,Europe,Greece,"$320,000",2014
Lagoon,421,42,Europe,Greece,"$320,000",2014
Leopard,44,42.5,Europe,Croatia,"$363,145",2014
Leopard,44,42.5,Europe,Croatia,"$362,911",2014
Leopard,44,42.5,Europe,Greece,"$314,925",2014
Fountaine Pajot,Helia 44,43.6,USA,Florida,"$535,000",2014
Lagoon,450,44.6,Europe,Italy,"$424,812",2014
Lagoon,450F,45.8,Caribbean,British Virgin Islands,"$469,000",2014
Lagoon,450,45.8,Caribbean,Antigua and Barbuda,"$449,000",2014
Lagoon,450F,45.8,Caribbean,Martinique,"$400,866",2014
Lagoon,450F,45.8,Caribbean,Martinique,"$400,537",2014
Lagoon,450,45.8,Caribbean,Martinique,"$400,142",2014
Lagoon,450F,45.8,Caribbean,Martinique,"$400,142",2014
Lagoon,450,45.8,Caribbean,British Virgin Islands,"$400,142",2014
Lagoon,450F,45.8,Caribbean,Guadeloupe,"$399,324",2014
Lagoon,450,45.8,Europe,Greece,"$557,773",2014
Lagoon,450,45.8,Europe,Greece,"$557,773",2014
Lagoon,450,45.8,Europe,Croatia,"$546,539",2014
Lagoon,450,45.8,Europe,Croatia,"$545,648",2014
Lagoon,450,45.8,Europe,Greece,"$522,319",2014
Lagoon,450,45.8,Europe,Greece,"$521,397",2014
Lagoon,450,45.8,Europe,France,"$518,675",2014
Lagoon,450,45.8,Europe,France,"$517,759",2014
Lagoon,450F,45.8,Europe,Greece,"$510,689",2014
Lagoon,450F,45.8,Europe,Greece,"$510,302",2014
Lagoon,450,45.8,Europe,Greece,"$498,530",2014
Lagoon,450,45.8,Europe,Greece,"$497,146",2014
Lagoon,450,45.8,Europe,Croatia,"$484,598",2014
Lagoon,450,45.8,Europe,Croatia,"$483,808",2014
Lagoon,450,45.8,Europe,Croatia,"$472,420",2014
Lagoon,450,45.8,Europe,Croatia,"$472,029",2014
Lagoon,450,45.8,Europe,Turkey,"$462,000",2014
Lagoon,450,45.8,Europe,Italy,"$424,393",2014
Lagoon,450 Owners Version,45.8,USA,Florida,"$499,000",2014
Fountaine Pajot,Salina 48 Evolution,47,Caribbean,Martinique,"$565,040",2014
Fountaine Pajot,Salina 48,47,Caribbean,Martinique,"$563,836",2014
Fountaine Pajot,Salina 48,47,USA,Florida,"$485,000",2014
Leopard,48,48,Caribbean,British Virgin Islands,"$455,000",2014
Leopard,48,48,Caribbean,British Virgin Islands,"$449,000",2014
Leopard,48,48,Caribbean,British Virgin Islands,"$429,000",2014
Leopard,48 Crewed Version,48,Caribbean,British Virgin Islands,"$400,000",2014
Leopard,48,48,Europe,Croatia,"$472,149",2014
Leopard,48,48,Europe,Croatia,"$472,149",2014
Fountaine Pajot,SABA 50,49,Caribbean,Martinique,"$589,724",2014
Fountaine Pajot,SABA 50,49,Caribbean,Guadeloupe,"$571,486",2014
Lagoon,52F,52,Europe,Greece,"$1,033,538",2014
Lagoon,52,52,Europe,Croatia,"$1,003,140",2014
Lagoon,52,52,Europe,Croatia,"$1,003,140",2014
Lagoon,52,52,Europe,Italy,"$997,060",2014
Lagoon,52,52,Europe,Turkey,"$972,741",2014
Lagoon,52,52,Europe,France,"$972,741",2014
Lagoon,52,52,Europe,Croatia,"$753,875",2014
Lagoon,52,52,USA,Texas,"$799,000",2014
Nautitech,542,53.5,Europe,Italy,"$1,185,529",2014
Privilege,Series 5,56,Caribbean,Grenada,"$899,000",2014
Leopard,39,37.5,Europe,Croatia,"$265,549",2015
Lagoon,380,38,Caribbean,Martinique,"$218,259",2015
Lagoon,380,38,Europe,Italy,"$242,510",2015
Lagoon,380,38,Europe,Croatia,"$220,078",2015
Lagoon,39,38.4,Caribbean,Martinique,"$333,556",2015
Lagoon,39,38.4,Caribbean,Martinique,"$333,174",2015
Lagoon,39,38.4,Caribbean,Martinique,"$267,025",2015
Lagoon,39,38.4,Caribbean,Guadeloupe,"$265,811",2015
Lagoon,39,38.4,Europe,Turkey,"$401,256",2015
Lagoon,39,38.4,Europe,Spain,"$334,380",2015
Lagoon,39,38.4,Europe,France,"$327,389",2015
Lagoon,39,38.4,Europe,France,"$303,982",2015
Lagoon,39,38.4,Europe,Greece,"$303,982",2015
Lagoon,39,38.4,Europe,France,"$303,437",2015
Lagoon,39,38.4,Europe,Turkey,"$279,663",2015
Lagoon,39,38.4,Europe,France,"$279,380",2015
Lagoon,39,38.4,Europe,France,"$279,162",2015
Fountaine Pajot,Lipari 41,39,Caribbean,Martinique,"$267,025",2015
Leopard,Sunsail 404,39,Caribbean,British Virgin Islands,"$95,000",2015
Lagoon,400,39,Europe,Croatia,"$338,636",2015
Lagoon,400,39,Europe,Greece,"$310,083",2015
Lagoon,400,39,Europe,Italy,"$303,674",2015
Lagoon,400,39,Europe,Italy,"$303,674",2015
Lagoon,400,39,Europe,Italy,"$303,437",2015
Lagoon,400,39,Europe,Italy,"$303,437",2015
Nautitech,40 Open,39.5,Europe,Greece,"$418,744",2015
Nautitech,40 Open,39.5,Europe,France,"$388,400",2015
Nautitech,40 Open,39.5,Europe,Spain,"$382,210",2015
Nautitech,Open 40,39.5,Europe,Spain,"$364,424",2015
Nautitech,40 Open,39.5,Europe,Spain,"$363,765",2015
Nautitech,40 Open,39.5,Europe,France,"$352,214",2015
Nautitech,40 Open,39.5,Europe,France,"$351,987",2015
Nautitech,40 Open,39.5,Europe,Croatia,"$315,575",2015
Bali,4,40,Europe,France,"$425,604",2015
Bali,4,40,Europe,France,"$425,144",2015
Seawind,1250,41,Caribbean,Mexico,"$455,000",2015
Lagoon,421,42,Caribbean,Martinique,"$363,562",2015
Lagoon,421,42,Caribbean,Martinique,"$363,145",2015
Lagoon,421,42,Caribbean,Belize,"$340,459",2015
Lagoon,421,42,Caribbean,Belize,"$340,069",2015
Bali,4.3,42,Europe,Spain,"$455,973",2015
Leopard,44,42.5,Caribbean,Belize,"$359,000",2015
Leopard,44,42.5,Caribbean,British Virgin Islands,"$349,000",2015
Leopard,44,42.5,Caribbean,Bahamas,"$339,999",2015
Leopard,44,42.5,Caribbean,British Virgin Islands,"$339,000",2015
Leopard,44,42.5,Caribbean,British Virgin Islands,"$339,000",2015
Leopard,44,42.5,Caribbean,British Virgin Islands,"$329,000",2015
Leopard,44,42.5,Caribbean,British Virgin Islands,"$329,000",2015
Leopard,44,42.5,Europe,Greece,"$338,636",2015
Leopard,44,42.5,USA,Florida,"$569,000",2015
Leopard,44,42.5,USA,Florida,"$569,000",2015
Leopard,44,42.5,USA,Florida,"$567,000",2015
Leopard,44,42.5,USA,Florida,"$567,000",2015
Bali,4.3,43,Europe,Turkey,"$519,000",2015
Bali,4.3,43,Europe,Spain,"$455,449",2015
Bali,4.3,43,USA,Florida,"$449,000",2015
Fountaine Pajot,Helia 44,43.6,Caribbean,Grenada,"$559,900",2015
Fountaine Pajot,Helia 44,43.6,Caribbean,Martinique,"$473,362",2015
Fountaine Pajot,Helia 44,43.6,Caribbean,Martinique,"$443,526",2015
Fountaine Pajot,Helia 44,43.6,Caribbean,Martinique,"$443,019",2015
Fountaine Pajot,Helia 44 Maestro,43.6,Europe,Netherlands,"$544,974",2015
Fountaine Pajot,Helia 44,43.6,Europe,Italy,"$510,689",2015
Fountaine Pajot,Helia 44,43.6,Europe,France,"$510,689",2015
Fountaine Pajot,Helia 44,43.6,Europe,Italy,"$509,775",2015
Fountaine Pajot,Helia 44,43.6,Europe,Bulgaria,"$484,286",2015
Fountaine Pajot,Helia 44,43.6,Europe,Spain,"$480,291",2015
Fountaine Pajot,Helia 44,43.6,Europe,Spain,"$479,310",2015
Bali,4.5,44.6,Europe,France,"$510,689",2015
Bali,4.5,44.6,Europe,Greece,"$455,973",2015
Bali,4.5,44.6,Europe,Greece,"$455,627",2015
Bali,4.5,44.6,Europe,Greece,"$454,706",2015
Outremer,45,45,Europe,France,"$825,350",2015
Lagoon,450,45.8,Caribbean,Grenada,"$499,000",2015
Lagoon,450,45.8,Caribbean,British Virgin Islands,"$495,000",2015
Lagoon,450,45.8,Caribbean,Netherlands Antilles,"$480,000",2015
Lagoon,450,45.8,Caribbean,Guadeloupe,"$437,308",2015
Lagoon,450,45.8,Caribbean,Guadeloupe,"$436,950",2015
Lagoon,450,45.8,Caribbean,Martinique,"$400,142",2015
Lagoon,450,45.8,Europe,Croatia,"$557,470",2015
Lagoon,450,45.8,Europe,Croatia,"$556,561",2015
Lagoon,450,45.8,Europe,Greece,"$546,539",2015
Lagoon,450,45.8,Europe,Greece,"$545,648",2015
Lagoon,450,45.8,Europe,Greece,"$522,848",2015
Lagoon,450,45.8,Europe,Croatia,"$516,769",2015
Lagoon,450S,45.8,Europe,France,"$516,769",2015
Lagoon,450s,45.8,Europe,France,"$516,246",2015
Lagoon,450S,45.8,Europe,France,"$515,844",2015
Lagoon,450,45.8,Europe,Greece,"$510,302",2015
Lagoon,450,45.8,Europe,Greece,"$510,103",2015
Lagoon,450,45.8,Europe,Greece,"$509,271",2015
Lagoon,450S,45.8,Europe,France,"$504,030",2015
Lagoon,450S,45.8,Europe,France,"$503,208",2015
Lagoon,450,45.8,Europe,Italy,"$486,404",2015
Lagoon,450,45.8,Europe,Italy,"$486,371",2015
Lagoon,450,45.8,Europe,Greece,"$485,879",2015
Lagoon,450,45.8,Europe,Greece,"$485,500",2015
Lagoon,450,45.8,Europe,Greece,"$483,383",2015
Lagoon,450,45.8,Europe,Greece,"$482,595",2015
Lagoon,450F,45.8,Europe,Greece,"$479,927",2015
Lagoon,450F,45.8,Europe,Greece,"$478,957",2015
Lagoon,450F,45.8,Europe,Greece,"$474,211",2015
Lagoon,450,45.8,Europe,Croatia,"$473,667",2015
Lagoon,450,45.8,Europe,Croatia,"$472,895",2015
Lagoon,450,45.8,Europe,Greece,"$465,165",2015
Lagoon,450,45.8,Europe,Greece,"$464,407",2015
Lagoon,450,45.8,Europe,Greece,"$455,973",2015
Lagoon,450,45.8,Europe,Greece,"$455,973",2015
Lagoon,450,45.8,Europe,Greece,"$455,627",2015
Lagoon,450F,45.8,Europe,Greece,"$448,677",2015
Lagoon,450,45.8,Europe,Greece,"$430,455",2015
Leopard,48,48,Caribbean,Saint Lucia,"$499,000",2015
Leopard,48,48,Caribbean,Saint Lucia,"$439,000",2015
Leopard,48,48,Caribbean,British Virgin Islands,"$149,000",2015
Leopard,48,48,Europe,Croatia,"$508,561",2015
Leopard,48,48,Europe,Greece,"$508,561",2015
Fountaine Pajot,SABA 50,49,Caribbean,Martinique,"$601,884",2015
Fountaine Pajot,SABA 50,49,Caribbean,Martinique,"$589,724",2015
Fountaine Pajot,SABA 50,49,Caribbean,Martinique,"$589,343",2015
Fountaine Pajot,SABA 50 Maestro,49,Europe,Italy,"$1,055,962",2015
Fountaine Pajot,SABA 50,49,Europe,Spain,"$910,312",2015
Fountaine Pajot,SABA 50,49,Europe,France,"$843,556",2015
Fountaine Pajot,SABA 50,49,USA,Florida,"$765,000",2015
Voyage Yachts,Voyage 480,50,Caribbean,British Virgin Islands,"$617,000",2015
Lagoon,52F,52,Caribbean,Martinique,"$836,660",2015
Lagoon,52F,52,Caribbean,Guadeloupe,"$776,032",2015
Lagoon,52F,52,Europe,Greece,"$1,100,414",2015
Lagoon,52,52,Europe,Greece,"$1,094,334",2015
Lagoon,52,52,Europe,Greece,"$1,093,227",2015
Lagoon,52,52,Europe,Greece,"$1,033,538",2015
Lagoon,52,52,Europe,Greece,"$1,033,538",2015
Lagoon,52F,52,Europe,Greece,"$1,033,538",2015
Lagoon,52F,52,Europe,Greece,"$1,032,492",2015
Lagoon,52F,52,Europe,Croatia,"$911,945",2015
Lagoon,52F,52,Europe,Croatia,"$911,022",2015
Lagoon,52,52,Europe,France,"$838,989",2015
Lagoon,52,52,Europe,France,"$838,140",2015
Lagoon,52,52,USA,California,"$949,000",2015
Privilege,Series 5,56,USA,Florida,"$1,200,000",2015
Privilege,Series 5,56,USA,Florida,"$999,000",2015
Lagoon,380,38,Caribbean,Martinique,"$210,000",2016
Lagoon,380,38,Caribbean,Netherlands Antilles,"$149,000",2016
Lagoon,39,38,USA,Florida,"$335,000",2016
Lagoon,39,38.4,Caribbean,Mexico,"$399,000",2016
Lagoon,39,38.4,Caribbean,Martinique,"$327,591",2016
Lagoon,39,38.4,Caribbean,Martinique,"$267,331",2016
Lagoon,39,38.4,Europe,Greece,"$312,493",2016
Leopard,40,39,Caribbean,Grenada,"$365,000",2016
Lagoon,400,39,Caribbean,Bahamas,"$340,000",2016
Lagoon,400 S2,39,Caribbean,Bahamas,"$340,000",2016
Leopard,40,39,Caribbean,Belize,"$329,000",2016
Leopard,40,39,Caribbean,Belize,"$329,000",2016
Leopard,40,39,Caribbean,Saint Lucia,"$319,000",2016
Leopard,40,39,Europe,Italy,"$460,769",2016
Lagoon,400,39,Europe,France,"$455,156",2016
Lagoon,400,39,Europe,France,"$454,706",2016
Lagoon,400 S2,39,Europe,Turkey,"$400,850",2016
Lagoon,400,39,Europe,Turkey,"$400,537",2016
Lagoon,400,39,Europe,Greece,"$364,125",2016
Fountaine Pajot,Lucia 40,39,Europe,Croatia,"$363,765",2016
Lagoon,400,39,Europe,Greece,"$358,056",2016
Lagoon,400 S2,39,Europe,Greece,"$327,968",2016
Lagoon,400,39,Europe,Greece,"$327,712",2016
Lagoon,400 S2,39,Europe,Croatia,"$326,753",2016
Lagoon,400,39,Europe,Croatia,"$326,499",2016
Lagoon,400 S2,39,Europe,Italy,"$315,821",2016
Lagoon,400,39,Europe,Italy,"$315,575",2016
Lagoon,400,39,Europe,Croatia,"$309,506",2016
Lagoon,400,39,USA,Florida,"$429,000",2016
Fountaine Pajot,Lucia 40,39,USA,Massachusetts,"$395,000",2016
Nautitech,40 Open,39.5,Caribbean,British Virgin Islands,"$380,000",2016
Nautitech,40 Open,39.5,Europe,Croatia,"$475,638",2016
Nautitech,40 Open,39.5,Europe,Greece,"$376,262",2016
Nautitech,40 Open,39.5,Europe,Croatia,"$345,919",2016
Nautitech,40 Open,39.5,Europe,Croatia,"$345,919",2016
Nautitech,40,39.5,Europe,Croatia,"$345,919",2016
Bali,4,40,Caribbean,Grenada,"$314,361",2016
Bali,4,40,Europe,Greece,"$395,204",2016
Bali,4,40,Europe,Greece,"$357,702",2016
Bali,4,40,Europe,Greece,"$348,995",2016
Chris White,MastFoil 40,40,USA,Florida,"$295,000",2016
Bali,4.1,41,Europe,Greece,"$388,650",2016
Bali,4.1,41,Europe,Greece,"$388,400",2016
Maine Cat,41,41.6,USA,Florida,"$499,900",2016
Bali,4.3,42,Europe,Greece,"$462,052",2016
Lagoon,421,42,Europe,Croatia,"$460,370",2016
Lagoon,421,42,Europe,Croatia,"$460,011",2016
Lagoon,42,42.5,Caribbean,Dominican Republic,"$515,334",2016
Lagoon,42,42.5,Caribbean,Grenada,"$464,500",2016
Leopard,44,42.5,Caribbean,British Virgin Islands,"$389,000",2016
Leopard,44,42.5,Caribbean,Bahamas,"$239,999",2016
Lagoon,42,42.5,Europe,Italy,"$515,844",2016
Lagoon,42,42.5,Europe,Italy,"$515,844",2016
Lagoon,42,42.5,Europe,Italy,"$473,362",2016
Lagoon,42,42.5,Europe,Spain,"$461,585",2016
Lagoon,42,42.5,Europe,Spain,"$460,769",2016
Bali,4.3,43,Caribbean,Saint-Martin,"$415,000",2016
Bali,4.3,43,Europe,Spain,"$485,155",2016
Bali,4.3,43,Europe,Greece,"$480,291",2016
Fountaine Pajot,Helia 44,43.6,Caribbean,U.S. Virgin Islands,"$582,000",2016
Fountaine Pajot,Helia 44 Evolution,43.6,Caribbean,U.S. Virgin Islands,"$582,000",2016
Fountaine Pajot,Helia 44,43.6,Europe,France,"$625,569",2016
Fountaine Pajot,Helia 44,43.6,Europe,Belgium,"$595,804",2016
Fountaine Pajot,Helia 44,43.6,USA,Maryland,"$589,000",2016
Fountaine Pajot,Helia 44,43.6,USA,Florida,"$399,000",2016
Fountaine Pajot,Helia 44,43.6,USA,Florida,"$399,000",2016
Bali,4.5,44.6,Europe,Spain,"$363,154",2016
Nautitech,46 Fly,45,Caribbean,British Virgin Islands,"$519,000",2016
Lagoon,450,45.8,Caribbean,Mexico,"$650,000",2016
Lagoon,450,45.8,Caribbean,Puerto Rico,"$495,000",2016
Lagoon,450F,45.8,Europe,Italy,"$546,187",2016
Lagoon,450F,45.8,Europe,Italy,"$521,912",2016
Lagoon,450F,45.8,Europe,Greece,"$516,769",2016
Lagoon,450,45.8,Europe,Italy,"$510,689",2016
Lagoon,450F,45.8,Europe,Greece,"$510,689",2016
Lagoon,450F,45.8,Europe,Greece,"$509,271",2016
Lagoon,450,45.8,Europe,Greece,"$498,152",2016
Lagoon,450F,45.8,Europe,Greece,"$497,146",2016
Lagoon,450F,45.8,Europe,Italy,"$474,211",2016
Lagoon,450F,45.8,Europe,Greece,"$472,895",2016
Lagoon,45F,45.8,Europe,Greece,"$472,895",2016
Leopard,48,48,Caribbean,British Virgin Islands,"$465,000",2016
Leopard,48 Crewed Version,48,Caribbean,British Virgin Islands,"$465,000",2016
Leopard,48,48,Caribbean,British Virgin Islands,"$459,000",2016
Leopard,48,48,Caribbean,Bahamas,"$339,999",2016
Fountaine Pajot,SABA 50,49,Caribbean,Saint-Martin,"$735,636",2016
Fountaine Pajot,SABA 50,49,Caribbean,Guadeloupe,"$667,544",2016
Fountaine Pajot,SABA 50,49,Caribbean,Martinique,"$601,884",2016
Fountaine Pajot,SABA 50,49,Caribbean,Martinique,"$595,804",2016
Fountaine Pajot,SABA 50,49,Caribbean,British Virgin Islands,"$595,000",2016
Fountaine Pajot,SABA 50 Maestro,49,Europe,Spain,"$922,450",2016
Fountaine Pajot,SABA 50,49,Europe,Greece,"$825,350",2016
Lagoon,52,52,Caribbean,Martinique,"$836,660",2016
Lagoon,52F,52,Caribbean,Panama,"$690,000",2016
Lagoon,52,52,Caribbean,Grenada,"$627,812",2016
Lagoon,52,52,Europe,France,"$924,104",2016
Lagoon,52,52,Europe,France,"$923,169",2016
Lagoon,52,52,Europe,France,"$843,556",2016
Lagoon,52,52,Europe,France,"$840,000",2016
Dix Harvey,DH550,55,Europe,Spain,"$845,069",2016
Dix Harvey,DH550,55,Europe,Spain,"$845,069",2016
Dix Harvey,DH550,55,Europe,Portugal,"$845,069",2016
Lagoon,39,38.4,Europe,Greece,"$358,335",2017
Lagoon,39,38.4,Europe,Greece,"$357,702",2017
Lagoon,39,38.4,Europe,Croatia,"$333,781",2017
Lagoon,39,38.4,Europe,Italy,"$297,369",2017
Lagoon,40,38.5,Europe,Spain,"$382,331",2017
Leopard,40,39,Caribbean,Bahamas,"$209,999",2017
Lagoon,400,39,Europe,Sweden,"$511,198",2017
Fountaine Pajot,Lucia 40,39,Europe,France,"$497,637",2017
Fountaine Pajot,Lucia 40,39,Europe,Greece,"$473,732",2017
Fountaine Pajot,Lucia 40,39,Europe,Greece,"$473,362",2017
Lagoon,400,39,Europe,Greece,"$455,156",2017
Lagoon,400 S2,39,Europe,Greece,"$388,703",2017
Lagoon,400,39,Europe,Greece,"$388,400",2017
Fountaine Pajot,Lucia 40,39,Europe,Croatia,"$363,765",2017
Fountaine Pajot,Lucia 40,39,Europe,Croatia,"$363,765",2017
Lagoon,400,39,Europe,Croatia,"$362,911",2017
Fountaine Pajot,Lucia 40 Owner's Version,39,USA,Florida,"$495,000",2017
Seawind,1190 Sport,39,USA,Washington,"$400,000",2017
Seawind,1190 Sport,39,USA,Washington,"$400,000",2017
Nautitech,40 Open,39.5,Europe,France,"$479,431",2017
Nautitech,40 Open,40,USA,Rhode Island,"$398,000",2017
Bali,4.3,42,Europe,Greece,"$452,325",2017
Lagoon,42,42.5,Caribbean,Martinique,"$558,110",2017
Lagoon,42,42.5,Caribbean,Martinique,"$557,470",2017
Lagoon,42,42.5,Caribbean,Martinique,"$522,848",2017
Lagoon,42,42.5,Caribbean,Martinique,"$522,510",2017
Lagoon,42,42.5,Europe,Spain,"$547,167",2017
Lagoon,42 Owners Version,42.5,Europe,Spain,"$546,613",2017
Lagoon,42,42.5,Europe,Spain,"$546,613",2017
Lagoon,42 Owners Version,42.5,Europe,Spain,"$545,648",2017
Lagoon,42,42.5,Europe,Turkey,"$545,648",2017
Lagoon,42,42.5,Europe,Turkey,"$544,184",2017
Lagoon,42,42.5,Europe,Turkey,"$543,760",2017
Lagoon,42,42.5,Europe,Greece,"$534,050",2017
Lagoon,42,42.5,Europe,France,"$534,050",2017
Lagoon,42,42.5,Europe,Croatia,"$516,246",2017
Lagoon,42,42.5,Europe,Croatia,"$515,844",2017
Lagoon,42,42.5,Europe,Greece,"$510,689",2017
Lagoon,42,42.5,Europe,Greece,"$510,172",2017
Lagoon,42,42.5,Europe,Greece,"$509,775",2017
Lagoon,42,42.5,Europe,Greece,"$480,291",2017
Lagoon,42,42.5,Europe,Greece,"$479,805",2017
Lagoon,42,42.5,Europe,Greece,"$479,431",2017
Lagoon,42,42.5,Europe,Greece,"$479,431",2017
Lagoon,42,42.5,Europe,Croatia,"$473,732",2017
Lagoon,42,42.5,Europe,Croatia,"$473,362",2017
Lagoon,42,42.5,Europe,Greece,"$472,895",2017
Lagoon,42,42.5,Europe,Croatia,"$461,225",2017
Lagoon,42,42.5,Europe,Croatia,"$459,620",2017
Lagoon,42,42.5,Europe,Croatia,"$459,155",2017
Lagoon,42,42.5,Europe,Croatia,"$458,344",2017
Lagoon,42,42.5,Europe,Greece,"$458,344",2017
Lagoon,42,42.5,Europe,Malta,"$425,144",2017
Lagoon,42,42.5,Europe,Greece,"$423,599",2017
Lagoon,42,42.5,Europe,Greece,"$413,415",2017
Lagoon,42,42.5,Europe,Greece,"$398,420",2017
Lagoon,42,42.5,Europe,Greece,"$398,110",2017
Lagoon,42,42.5,Europe,Greece,"$394,776",2017
Lagoon,42,42.5,Europe,Greece,"$394,469",2017
Lagoon,42,42.5,Europe,Greece,"$394,079",2017
Lagoon,42,42.5,Europe,Greece,"$389,097",2017
Lagoon,42,42.5,Europe,Greece,"$381,953",2017
Lagoon,42,42.5,USA,North Carolina,"$545,000",2017
Lagoon,42,42.5,USA,North Carolina,"$545,000",2017
